Code,Area,Year,Dwellings,Population,Persons_per_dwelling
E12000009,South West,2014,2455097.727,5423303,2.2
E92000001,England,2014,23372288.9,54316618,2.3
E09000001,City of London,2015,6229,8760,1.4
E09000002,Barking and Dagenham,2015,73182,201979,2.8
E09000003,Barnet,2015,145271.6455,379691,2.6
E09000004,Bexley,2015,96996,242142,2.5
E09000005,Brent,2015,115598,324012,2.8
E09000006,Bromley,2015,136864,324857,2.4
E09000007,Camden,2015,101653,241059,2.4
E09000008,Croydon,2015,152515,379031,2.5
E09000009,Ealing,2015,130528,343059,2.6
E09000010,Enfield,2015,123799,328433,2.7
E09000011,Greenwich,2015,106883,274803,2.6
E09000012,Hackney,2015,106747.6019,269009,2.5
E09000013,Hammersmith and Fulham,2015,85267,179410,2.1
E09000014,Haringey,2015,106640,272864,2.6
E09000015,Harrow,2015,88414,247130,2.8
E09000016,Havering,2015,100261,249085,2.5
E09000017,Hillingdon,2015,107462,297735,2.8
E09000018,Hounslow,2015,98787,268770,2.7
E09000019,Islington,2015,100756,227692,2.3
E09000020,Kensington and Chelsea,2015,86537,157711,1.8
E09000021,Kingston upon Thames,2015,66412,173525,2.6
E09000022,Lambeth,2015,136263,324431,2.4
E09000023,Lewisham,2015,122818,297325,2.4
E09000024,Merton,2015,82707,204565,2.5
E09000025,Newham,2015,108810,332817,3.1
E09000026,Redbridge,2015,102653,296793,2.9
E09000027,Richmond upon Thames,2015,83781,194730,2.3
E09000028,Southwark,2015,128358,308901,2.4
E09000029,Sutton,2015,81237,200145,2.5
E09000030,Tower Hamlets,2015,110791.1293,295236,2.7
E09000031,Waltham Forest,2015,100311,271170,2.7
E09000032,Wandsworth,2015,138841,314544,2.3
E09000033,Westminster,2015,121116,242299,2.0
E13000001,Inner London,2015,1321985.731,3472058,2.6
E13000002,Outer London,2015,1993661.645,5201655,2.6
E12000001,North East,2015,1198721.329,2624621,2.2
E12000002,North West,2015,3200068.785,7173835,2.2
E12000003,Yorkshire and The Humber,2015,2367665,5390576,2.3
E12000004,East Midlands,2015,2022219.057,4677038,2.3
E12000005,West Midlands,2015,2428151.928,5751000,2.4
E12000006,East,2015,2602857.169,6076451,2.3
E12000007,London,2015,3454488.377,8673713,2.5
E12000008,South East,2015,3791335.533,8947913,2.4
E12000009,South West,2015,2477474.727,5471180,2.2
E92000001,England,2015,23542981.9,54786327,2.3
E09000001,City of London,2016,6306,9401,1.5
E09000002,Barking and Dagenham,2016,73914,206460,2.8
E09000003,Barnet,2016,146729.6455,386083,2.6
E09000004,Bexley,2016,96864,244760,2.5
E09000005,Brent,2016,116649,328254,2.8
E09000006,Bromley,2016,137564,326889,2.4
E09000007,Camden,2016,102618,246181,2.4
E09000008,Croydon,2016,154559,382304,2.5
E09000009,Ealing,2016,131249,343196,2.6
E09000010,Enfield,2016,124471,331395,2.7
E09000011,Greenwich,2016,108603,279766,2.6
E09000012,Hackney,2016,107573.6019,273526,2.5
E09000013,Hammersmith and Fulham,2016,85635,179654,2.1
E09000014,Haringey,2016,106879,278451,2.6
E09000015,Harrow,2016,89324,248752,2.8
E09000016,Havering,2016,101273,252783,2.5
E09000017,Hillingdon,2016,108171,302471,2.8
E09000018,Hounslow,2016,99267,271139,2.7
E09000019,Islington,2016,101783,232865,2.3
E09000020,Kensington and Chelsea,2016,86921,156726,1.8
E09000021,Kingston upon Thames,2016,66651,176107,2.6
E09000022,Lambeth,2016,137610,327910,2.4
E09000023,Lewisham,2016,124357,301867,2.4
E09000024,Merton,2016,83215,205029,2.5
E09000025,Newham,2016,110251,340978,3.1
E09000026,Redbridge,2016,102707,299249,2.9
E09000027,Richmond upon Thames,2016,84294,195846,2.3
E09000028,Southwark,2016,129740,313223,2.4
E09000029,Sutton,2016,81628,202220,2.5
E09000030,Tower Hamlets,2016,113185.1293,304854,2.7
E09000031,Waltham Forest,2016,101284,275843,2.7
E09000032,Wandsworth,2016,141579,316096,2.2
E09000033,Westminster,2016,122024,247614,2.0
E13000001,Inner London,2016,1334882.731,3529346,2.4
E13000002,Outer London,2016,2008416.645,5258546,2.6
E12000001,North East,2016,1206524.329,2636848,2.2
E12000002,North West,2016,3219730.785,7219623,2.2
E12000003,Yorkshire and The Humber,2016,2383275,5425741,2.3
E12000004,East Midlands,2016,2039871.057,4724437,2.3
E12000005,West Midlands,2016,2446494.928,5800734,2.4
E12000006,East,2016,2624997.169,6130542,2.4
E12000007,London,2016,3484878.377,8787892,2.5
E12000008,South East,2016,3826177.533,9026297,2.4
E12000009,South West,2016,2500677.727,5515953,2.2
E92000001,England,2016,23732626.9,55268067,2.3
E09000001,City of London,2017,6313,7654,1.2
E09000002,Barking and Dagenham,2017,74510,210711,2.8
E09000003,Barnet,2017,148528.6455,387803,2.6
E09000004,Bexley,2017,97628,246124,2.5
E09000005,Brent,2017,118013,329102,2.8
E09000006,Bromley,2017,138422,329391,2.4
E09000007,Camden,2017,103826,253361,2.4
E09000008,Croydon,2017,157394,384837,2.5
E09000009,Ealing,2017,132094,342736,2.6
E09000010,Enfield,2017,125369,332705,2.7
E09000011,Greenwich,2017,110983,282849,2.6
E09000012,Hackney,2017,108769.6019,275929,2.5
E09000013,Hammersmith and Fulham,2017,86609,182998,2.1
E09000014,Haringey,2017,107620,271224,2.5
E09000015,Harrow,2017,89980,248880,2.8
E09000016,Havering,2017,101716,256039,2.5
E09000017,Hillingdon,2017,108935,302343,2.8
E09000018,Hounslow,2017,99824,269100,2.7
E09000019,Islington,2017,102457,235000,2.3
E09000020,Kensington and Chelsea,2017,87276,155741,1.8
E09000021,Kingston upon Thames,2017,66924,174609,2.6
E09000022,Lambeth,2017,138745,324048,2.3
E09000023,Lewisham,2017,125961,301307,2.4
E09000024,Merton,2017,83649,206052,2.5
E09000025,Newham,2017,112628,347996,3.1
E09000026,Redbridge,2017,103462,301785,2.9
E09000027,Richmond upon Thames,2017,84759,195680,2.3
E09000028,Southwark,2017,132152,314232,2.4
E09000029,Sutton,2017,82281,203243,2.5
E09000030,Tower Hamlets,2017,118012.1293,307964,2.6
E09000031,Waltham Forest,2017,102317,275505,2.7
E09000032,Wandsworth,2017,143915,323257,2.3
E09000033,Westminster,2017,123366,244796,2.0
E13000001,Inner London,2017,1353734.731,3545507,2.6
E13000002,Outer London,2017,2026788.645,5279494,2.6
E12000001,North East,2017,1216994.329,2644727,2.2
E12000002,North West,2017,3244011.785,7258627,2.2
E12000003,Yorkshire and The Humber,2017,2400916,5450130,2.3
E12000004,East Midlands,2017,2059344.057,4771666,2.3
E12000005,West Midlands,2017,2465374.928,5860706,2.4
E12000006,East,2017,2650183.169,6168432,2.3
E12000007,London,2017,3524438.377,8825001,2.5
E12000008,South East,2017,3862703.533,9080825,2.4
E12000009,South West,2017,2526005.727,5559316,2.2
E92000001,England,2017,23949971.9,55619430,2.3
E09000001,City of London,2018,6451,8706,1.3
E09000002,Barking and Dagenham,2018,74923,211998,2.8
E09000003,Barnet,2018,150737,392140,2.6
E09000004,Bexley,2018,97905,247258,2.5
E09000005,Brent,2018,118707,330795,2.8
E09000006,Bromley,2018,138976,331096,2.4
E09000007,Camden,2018,104771,262226,2.5
E09000008,Croydon,2018,159470,385346,2.4
E09000009,Ealing,2018,133551,341982,2.6
E09000010,Enfield,2018,125755,333869,2.7
E09000011,Greenwich,2018,112884,286186,2.5
E09000012,Hackney,2018,110037,279665,2.5
E09000013,Hammersmith and Fulham,2018,88140,185426,2.1
E09000014,Haringey,2018,108820,270624,2.5
E09000015,Harrow,2018,90680,250149,2.8
E09000016,Havering,2018,101993,257810,2.5
E09000017,Hillingdon,2018,109777,304824,2.8
E09000018,Hounslow,2018,100735,270782,2.7
E09000019,Islington,2018,102824,239142,2.3
E09000020,Kensington and Chelsea,2018,87611,156197,1.8
E09000021,Kingston upon Thames,2018,67141,175470,2.6
E09000022,Lambeth,2018,140288,325917,2.3
E09000023,Lewisham,2018,126487,303536,2.4
E09000024,Merton,2018,84297,206186,2.4
E09000025,Newham,2018,114474,352005,3.1
E09000026,Redbridge,2018,103924,303858,2.9
E09000027,Richmond upon Thames,2018,85141,196904,2.3
E09000028,Southwark,2018,132970,317256,2.4
E09000029,Sutton,2018,82978,204525,2.5
E09000030,Tower Hamlets,2018,120015,317705,2.6
E09000031,Waltham Forest,2018,103029,276700,2.7
E09000032,Wandsworth,2018,146162,326474,2.2
E09000033,Westminster,2018,124509,255324,2.1
E13000001,Inner London,2018,1513559,3600203,2.4
E13000002,Outer London,2018,2042603,5307878,2.6
E12000001,North East,2018,1226768,2657909,2.2
E12000002,North West,2018,3270143,7292093,2.2
E12000003,Yorkshire and The Humber,2018,2420404,5479615,2.3
E12000004,East Midlands,2018,2080754,4804149,2.3
E12000005,West Midlands,2018,2487563,5900757,2.4
E12000006,East,2018,2479733,6201214,2.5
E12000007,London,2018,3556161,8908081,2.5
E12000008,South East,2018,3901967,9133625,2.3
E12000009,South West,2018,2118702,5599735,2.6
E92000001,England,2018,24172166,55977178,2.3
E09000001,City of London,2019,6506,9688,1.5
E09000002,Barking and Dagenham,2019,75829,211185,2.8
E09000003,Barnet,2019,152946,393406,2.6
E09000004,Bexley,2019,98391,246833,2.5
E09000005,Brent,2019,120448,327466,2.7
E09000006,Bromley,2019,139684,330443,2.4
E09000007,Camden,2019,105598,268778,2.5
E09000008,Croydon,2019,161060,384049,2.4
E09000009,Ealing,2019,135305,339396,2.5
E09000010,Enfield,2019,126255,331643,2.6
E09000011,Greenwich,2019,114398,285864,2.5
E09000012,Hackney,2019,111559,279045,2.5
E09000013,Hammersmith and Fulham,2019,89186,184055,2.1
E09000014,Haringey,2019,109388,266909,2.4
E09000015,Harrow,2019,91909,249448,2.7
E09000016,Havering,2019,102459,257945,2.5
E09000017,Hillingdon,2019,110734,304887,2.8
E09000018,Hounslow,2019,101838,269623,2.6
E09000019,Islington,2019,103740,241219,2.3
E09000020,Kensington and Chelsea,2019,87726,155295,1.8
E09000021,Kingston upon Thames,2019,67642,176541,2.6
E09000022,Lambeth,2019,141507,324267,2.3
E09000023,Lewisham,2019,128115,303735,2.4
E09000024,Merton,2019,84570,205108,2.4
E09000025,Newham,2019,116979,350478,3.0
E09000026,Redbridge,2019,104688,303075,2.9
E09000027,Richmond upon Thames,2019,85564,196947,2.3
E09000028,Southwark,2019,136178,316920,2.3
E09000029,Sutton,2019,83553,205169,2.5
E09000030,Tower Hamlets,2019,121539,322695,2.7
E09000031,Waltham Forest,2019,103642,274820,2.7
E09000032,Wandsworth,2019,148075,327537,2.2
E09000033,Westminster,2019,125312,260168,2.1
E13000001,Inner London,2019,1531408,16299941,10.6
E13000002,Outer London,2019,2060915,17221569,8.4
E12000001,North East,2019,1236808,2657003,2.1
E12000002,North West,2019,3300088,7301647,2.2
E12000003,Yorkshire and The Humber,2019,2440528,5474119,2.2
E12000004,East Midlands,2019,2103080,4811694,2.3
E12000005,West Midlands,2019,2512503,5901663,2.3
E12000006,East,2019,2507822,6203050,2.5
E12000007,London,2019,3592322,8904637,2.5
E12000008,South East,2019,3943537,9133556,2.3
E12000009,South West,2019,2141774,5598766,2.6
E92000001,England,2019,24413501,55986135,2.3
