id,host_id,host_name,latitude,longitude,room_type,price,availability_365
5910748,30698497,Mike,51.38872165633105,-0.2667992039612816,Private room,$45.00,310
8950456,1343541,Leon,51.40135252153529,-0.2767960695409285,Entire home/apt,$60.00,52
375799,1889832,Glynis,51.40295807352129,-0.2504358267647083,Entire home/apt,$80.00,290
10258595,42904421,Ben,51.40183099218181,-0.2653245823327748,Private room,$27.00,364
8020994,35325452,Marek,51.40543671348609,-0.2620809359966162,Private room,$49.00,337
2544574,12665529,Eva,51.41988340225687,-0.2986137883667265,Private room,$25.00,337
6649412,34805143,Guohui,51.386653047341404,-0.2647618390753096,Private room,$28.00,260
9964915,51206977,Fatoum,51.39347078648348,-0.2498745967793532,Private room,$26.00,365
4419140,22913585,Lorna,51.4291132262253,-0.2587586412326971,Private room,$70.00,365
4472617,23205798,Maryse,51.39551870020469,-0.2830661870368557,Private room,$50.00,365
10240132,52630573,Brigitte,51.430168468213495,-0.2572395399443067,Private room,$50.00,365
6656775,24976001,M,51.40481514331791,-0.2655556374512685,Private room,$85.00,365
4577227,8361720,Asa,51.38513366095992,-0.2978980652079633,Private room,$40.00,365
10953690,56469941,Young 영원,51.39188969302651,-0.2445064167651647,Private room,$28.00,90
5822569,30218516,Helen,51.40378190263313,-0.2643306018459623,Private room,$65.00,365
3263103,16319891,Theeba,51.412100616735664,-0.2733628666835845,Private room,$50.00,365
6849065,27121841,Sian,51.38912918113449,-0.2923483637201127,Private room,$40.00,357
8959142,46824592,Bob,51.40885752849693,-0.3080688694839877,Private room,$46.00,362
6537580,29225549,Clare,51.39859395346044,-0.3105767640183888,Private room,$75.00,89
7515814,26371060,Ana,51.41355381188027,-0.2963758884667987,Entire home/apt,$59.00,318
754867,1794020,Martin,51.39640369865256,-0.3014119185330812,Entire home/apt,$121.00,315
6781198,21869529,Nadine,51.39888254339438,-0.2782646984248635,Entire home/apt,$129.00,364
7043527,36933760,Marianne,51.41551282948379,-0.286683293236978,Entire home/apt,$70.00,215
5994137,31123373,Chris,51.40922989253186,-0.2941593734456978,Private room,$32.00,276
6179409,32033043,Charlie And Lee,51.41853710491494,-0.282554482246231,Private room,$49.00,139
487783,2413601,Claire &  Alan,51.418481414362,-0.3035635190653981,Private room,$38.00,349
9802840,45794381,Tamara,51.40728394187568,-0.3083815254539291,Entire home/apt,$125.00,146
10147970,51069799,Shayan,51.43057943461076,-0.3032461961794156,Private room,$35.00,365
5187349,22611343,Lucy,51.41524071331015,-0.2908984863520792,Private room,$60.00,40
6965549,36522007,Helen,51.402902452522056,-0.2583485744368735,Entire home/apt,$95.00,90
7000410,33292052,Christopher,51.40186696272263,-0.2598680460787704,Private room,$45.00,365
7000404,33292052,Christopher,51.400455194357136,-0.2591529208909254,Private room,$43.00,365
1953238,10097876,Sarah,51.38571296673285,-0.2486094934348592,Private room,$42.00,179
5098744,26345340,Sheni,51.413899434976656,-0.3065047484938054,Entire home/apt,$100.00,347
1231996,151192,James,51.40598091382212,-0.2944431027580542,Private room,$50.00,361
4836957,18154504,Anas,51.411482167136185,-0.2907040749694821,Private room,$55.00,365
10920533,56469941,Young 영원,51.39169516321504,-0.2449644696189661,Private room,$38.00,90
6867451,35056584,Melanie,51.39061476298634,-0.2800734116439886,Private room,$40.00,100
9488185,48645021,Eric,51.41092388371182,-0.2934611198247872,Private room,$45.00,365
6735259,35271724,Tracy,51.40703841325932,-0.3063531681510085,Entire home/apt,$150.00,226
2476333,12665529,Eva,51.42131461264942,-0.2995355657559878,Private room,$25.00,362
5817317,18868250,Stefano,51.36691695206207,-0.3064107041500014,Private room,$30.00,357
9094012,45714216,Kate,51.38911528776424,-0.2989514223516669,Private room,$35.00,365
