id,host_id,host_name,latitude,longitude,room_type,price,availability_365
21762398,158551380,Liz,51.47227,-0.3973,Private room,30,53.0
21827234,159121669,Tlw,51.51079,-0.23474,Entire home/apt,106,332.0
22081628,161304755,Geoff,51.47865,-0.10379,Private room,35,62.0
22495513,165007434,Neil,51.4421,0.05379,Private room,25,63.0
22649815,102749544,Paul,51.58908,-0.33658,Private room,75,249.0
22693328,27787137,June,51.52626,-0.07844,Entire home/apt,101,319.0
22760729,35162182,Cham,51.44518,-0.39565,Private room,59,311.0
23022971,170818535,Nick,51.47574,-0.06548,Private room,35,36.0
23227392,172801538,Natalie,51.43217,-0.34864,Private room,35,326.0
23270833,27613233,Ryan,51.54012,-0.14096,Entire home/apt,187,85.0
23383300,103098960,Andrew,51.60922,-0.42544,Private room,40,346.0
23461795,175065620,Gee,51.49514,0.013,Private room,25,88.0
23494189,17360903,Cathy,51.49165,0.0732,Entire home/apt,105,136.0
23945004,180027386,Abbas,51.37062,-0.10251,Entire home/apt,85,340.0
23914063,90618666,Sakina,51.52908,-0.20072,Private room,45,335.0
23991273,5156330,Sylvie,51.5189,-0.16726,Private room,35,67.0
24007843,30160044,Charl,51.47342,-0.16481,Private room,65,125.0
24222045,182358237,Rezma,51.51057,-0.02071,Shared room,18,260.0
24490020,128733426,Micheál,51.49213,-0.16685,Private room,75,74.0
24505273,29404065,Dom,51.55404,-0.09655,Entire home/apt,59,94.0
24665012,186411167,Genoveva,51.46277,-0.16665,Private room,56,50.0
24670506,10629549,Andrea,51.45138,-0.11725,Private room,55,350.0
24676187,75894527,Jonathan,51.53973,-0.08317,Private room,50,135.0
24851318,20579922,Richard,51.48677,-0.21509,Private room,41,155.0
24937899,103889317,Palmers Lodge,51.54588,-0.2197,Shared room,25,326.0
25121853,1790908,Veryan,51.44775,-0.17317,Private room,35,149.0
25180753,188461840,Rachel & Aaron,51.55145,-0.19847,Entire home/apt,89,337.0
25415999,73496128,Abu,51.56498,0.09195,Entire home/apt,40,55.0
25546217,65184253,Z,51.46215,-0.13809,Private room,48,46.0
26273675,190543489,Monty,51.49986,-0.38327,Private room,27,59.0
26448652,150700910,Nicky,51.37956,-0.09876,Private room,35,147.0
27050085,198814830,Cherry,51.51812,-0.18233,Entire home/apt,290,296.0
26993140,184560148,Antonio,51.49172,0.04457,Private room,42,156.0
27107300,83740964,Ali,51.51204,-0.17655,Entire home/apt,84,155.0
27108447,48739806,Shah,51.51404,-0.0677,Private room,45,333.0
27110735,187050700,Dennis,51.48158,-0.04174,Private room,30,314.0
27273189,205256737,Olha,51.55225,-0.2195,Entire home/apt,69,317.0
27440073,131303275,Anna,51.51096,-0.04552,Private room,35,55.0
27914919,99058393,Sumeet,51.5287,-0.11783,Entire home/apt,100,361.0
27864111,2436438,Sergej,51.48144,-0.4481,Private room,55,194.0
28074381,204165421,Krystyna,51.37089,-0.19568,Private room,39,102.0
28063620,54987,Prateek,51.51959,-0.13642,Entire home/apt,192,169.0
28179909,200897312,Lorna,51.49157,-0.14894,Private room,60,325.0
28283624,213530928,Kenny,51.47794,-0.04957,Private room,30,81.0
28301618,213725322,Rachel,51.55181,-0.23768,Private room,32,315.0
28956783,216065761,Tatiana,51.48924,-0.21182,Private room,38,255.0
29018566,214384438,Oner,51.47356,-0.01798,Private room,30,30.0
29145470,127522685,Ed,51.53432,-0.13746,Entire home/apt,70,305.0
29099922,218104877,Shan,51.55185,-0.47895,Private room,25,50.0
29069910,169347,Gaynor,51.61978,-0.27924,Private room,20,60.0
29100994,1775224,Christina,51.53518,-0.1177,Private room,68,118.0
29304881,185217219,Suzanne,51.39557,-0.09326,Private room,14,60.0
29353967,221137911,Alice,51.58418,-0.12526,Private room,30,291.0
29419319,14285199,Cisel,51.46514,-0.12818,Private room,30,230.0
29588677,45179226,Ollie,51.43885,-0.1453,Private room,60,363.0
29646566,223145830,Kemelia,51.45455,-0.03878,Private room,23,51.0
29683210,194017,Patricia,51.46578,-0.07387,Private room,57,38.0
29788207,21827362,Matt & Sarah,51.45424,-0.19028,Private room,64,40.0
29891811,19019491,Damien,51.47774,-0.2873,Private room,120,143.0
30262607,8683257,Samantha,51.46001,-0.18539,Private room,45,145.0
30281713,100687775,Robert,51.53738,-0.07676,Private room,125,126.0
30378191,109385731,Federico,51.53457,-0.13291,Private room,39,104.0
30439909,5513920,Gabriel,51.54862,-0.22673,Private room,40,301.0
30910626,154105455,Suzana,51.55816,0.00031,Private room,65,341.0
31233602,4862033,Adrian,51.5799,0.08006,Private room,45,88.0
31218078,2752439,Shah,51.53518,0.03826,Private room,25,360.0
31645964,2924579,Rob,51.513,-0.1344,Entire home/apt,120,62.0
31727356,44052614,Mark,51.54099,-0.08644,Entire home/apt,76,53.0
32440623,243680787,Gary,51.53139,-0.10951,Private room,50,316.0
32500564,230900473,Hikmet  From Madame Lodge,51.53016,-0.12143,Private room,36,155.0
32490015,244106902,Yunus,51.55111,-0.09089,Private room,40,165.0
32676964,245710026,Alma,51.40742,-0.0298,Private room,25,249.0
32729674,1915899,Jason,51.51172,-0.12134,Private room,145,228.0
32775493,155099421,Varsha,51.57727,-0.37626,Entire home/apt,64,310.0
33311334,23570869,Alda,51.60297,-0.26518,Private room,35,149.0
33584712,253065023,Christopher,51.47536,-0.1286,Private room,36,321.0
33695695,115796470,Joanna,51.54568,-0.03665,Private room,30,287.0
33830653,361843,James,51.49561,-0.13179,Entire home/apt,295,301.0
33969838,253025102,Olu,51.51082,-0.01723,Entire home/apt,185,302.0
34298264,32031902,Marcia,51.61961,-0.06483,Private room,40,172.0
34465905,190763874,Lucy,51.46742,-0.27415,Private room,50,320.0
34710576,78685893,Laura,51.48835,-0.05382,Private room,42,162.0
34712009,221137911,Alice,51.58261,-0.12514,Entire home/apt,30,111.0
34889444,122973136,JayJ,51.51443,-0.17727,Entire home/apt,100,79.0
34970279,219700437,Mohit,51.49243,-0.21155,Private room,56,68.0
34942148,262105757,Lorena,51.50564,-0.05689,Private room,48,322.0
35060371,23211655,Jonathan,51.52327,-0.0776,Entire home/apt,450,121.0
35126300,129533946,Simon,51.57396,-0.11188,Entire home/apt,82,347.0
35144498,28305814,Dominic,51.49146,-0.19315,Entire home/apt,120,210.0
35212318,79461416,Mandy,51.38459,-0.09089,Private room,25,82.0
35310275,49956129,Jordi,51.53523,-0.12014,Private room,100,125.0
35371953,266285000,Rachael,51.48805,-0.27425,Private room,58,298.0
35523896,255594098,James,51.48964,-0.14106,Entire home/apt,140,243.0
35529306,267303002,Zaida,51.4806,-0.0225,Private room,30,83.0
35598592,120727408,Cj,51.51644,-0.19003,Entire home/apt,155,327.0
35740207,268256438,Sai,51.58404,-0.01671,Private room,35,50.0
35833392,133273529,Inna,51.50562,-0.0673,Private room,150,42.0
35880499,109385731,Federico,51.51813,-0.11779,Private room,58,161.0
36266919,272762134,Sue,51.51283,-0.17698,Entire home/apt,140,312.0
36295915,209316810,Hila Angelica,51.54321,-0.02238,Entire home/apt,65,148.0
36303298,25474388,Rahyan,51.55875,-0.00634,Entire home/apt,75,330.0
36409790,167604439,Hue,51.52614,-0.12151,Entire home/apt,150,149.0
36550187,273464213,Eva,51.47632,-0.0199,Private room,17,215.0
36567738,245847007,Melihcan,51.52905,-0.12094,Private room,60,75.0
36581199,274972437,Aneta,51.56213,-0.11135,Private room,41,324.0
36658383,100658760,Peter,51.37151,-0.10985,Private room,49,38.0
36784683,95232328,Alisson,51.49774,-0.22419,Private room,80,343.0
36785752,3217225,Yon,51.56213,-0.238,Private room,35,112.0
36750211,265776020,Efe,51.47643,-0.07471,Private room,100,156.0
36793584,276555930,Mohammed,51.41313,-0.12547,Private room,70,355.0
36860738,277051536,Diego,51.50935,-0.00668,Private room,45,92.0
36906911,20124447,Julian,51.4919,-0.29884,Entire home/apt,130,217.0
36899358,277323397,Harry,51.51631,-0.18429,Entire home/apt,269,43.0
37135343,219631041,Cordelia And Hettie,51.50133,-0.2148,Entire home/apt,72,344.0
37110431,27349958,Nev,51.60796,-0.12555,Entire home/apt,149,174.0
37173666,13336963,Peta,51.59939,-0.11703,Private room,50,317.0
37207248,36102481,Maria,51.42791,-0.1587,Private room,65,120.0
37281913,147105680,Matas,51.49432,-0.17746,Private room,64,218.0
37306696,143469607,Hayri,51.53139,-0.13096,Private room,65,142.0
37458688,258469655,Jonas,51.5292,-0.11655,Private room,39,82.0
37476950,50183152,Chetan,51.51454,-0.26954,Entire home/apt,113,62.0
37502491,229388229,Jeremiah,51.51856,0.10617,Entire home/apt,67,57.0
37527770,282403697,Daniel,51.54119,-0.18315,Private room,48,330.0
37625312,86909690,Shahnaz,51.57636,-0.01204,Private room,25,54.0
37706614,276778833,Damien,51.4981,-0.21688,Private room,60,68.0
37741617,285258325,Louise,51.47023,-0.1866,Entire home/apt,360,68.0
37747585,86909690,Shahnaz,51.57696,-0.01424,Private room,34,61.0
37762572,132337542,Mady,51.52122,-0.07503,Entire home/apt,100,47.0
37808749,286154750,Shaan,51.54565,0.02502,Private room,28,365.0
37823175,75960039,John,51.44739,-0.32944,Entire home/apt,98,32.0
37959586,287786301,Sue,51.49907,-0.04634,Entire home/apt,89,88.0
37979605,52985795,Silta,51.51253,0.0059,Private room,95,260.0
38071219,288946896,Lucian,51.55485,-0.39679,Private room,49,143.0
38071325,288665110,Justin,51.53913,-0.14195,Private room,63,147.0
38123440,50004977,Annalisa,51.55069,-0.06471,Private room,28,340.0
38258227,44329472,Mari,51.46227,-0.07664,Entire home/apt,70,69.0
38236494,280583063,Sophy,51.4895,-0.21025,Entire home/apt,140,47.0
38395904,12530634,Alex,51.58411,-0.07046,Entire home/apt,120,274.0
38473335,23557873,Jack,51.52475,-0.07655,Private room,70,81.0
38522222,40144208,Quben,51.5722,-0.30224,Private room,25,356.0
38549381,240588202,Jake,51.56227,-0.21281,Entire home/apt,70,141.0
38573140,294313965,Imogen,51.43838,-0.41583,Private room,31,149.0
38598917,294544338,Joshua,51.52802,0.02105,Entire home/apt,90,65.0
38594016,284277604,Lp,51.60405,-0.07395,Private room,35,65.0
38625152,294301704,Yusuf,51.47829,0.06217,Private room,70,330.0
38665452,988379,Allô,51.5138,-0.13534,Entire home/apt,300,308.0
38751181,136482864,Hasan- EGE,51.53707,-0.13825,Private room,100,322.0
38751304,136482864,Hasan- EGE,51.53759,-0.13781,Private room,100,317.0
38744214,296287829,Lorina,51.43715,-0.15323,Entire home/apt,100,36.0
38866579,144778097,Daisy,51.49921,-0.20788,Entire home/apt,70,219.0
38842919,135512965,Marlene & Robbie,51.46848,-0.23142,Entire home/apt,120,35.0
38872020,70785530,Mario,51.48533,-0.21529,Private room,40,314.0
38849560,41732546,Hanushka,51.49854,-0.16617,Entire home/apt,280,352.0
38929089,9194335,Tom,51.54024,-0.02251,Entire home/apt,100,51.0
39001340,24970901,Hamza,51.49504,-0.20241,Entire home/apt,95,37.0
39142207,10568684,James,51.55519,-0.15134,Private room,45,50.0
39168836,300479407,Agustin,51.52664,-0.08579,Private room,69,51.0
39173550,300541498,Eder,51.53164,-0.01205,Private room,40,74.0
39188996,300698888,John,51.52516,0.05136,Private room,40,174.0
39200969,93729482,Marianne,51.5384,-0.12175,Private room,49,335.0
39221226,300479407,Agustin,51.52484,-0.08742,Private room,69,39.0
39246023,27148153,Jonathan,51.54421,-0.02635,Entire home/apt,34,49.0
39276514,292795110,Dina,51.5818,-0.1996,Entire home/apt,99,127.0
39310037,301696294,Adam,51.54075,-0.17887,Entire home/apt,220,82.0
39326347,215019117,Bee My Guest,51.52232,-0.173,Entire home/apt,139,281.0
39293761,128236627,Malgosia,51.44565,0.04113,Private room,25,215.0
39352417,5046349,Harvey Wong,51.48438,-0.12458,Entire home/apt,140,84.0
39383869,302514116,Nik,51.51176,0.03399,Entire home/apt,299,86.0
39409603,18630425,Nicholas,51.44932,-0.18822,Private room,36,30.0
39577111,276456789,Oh,51.51446,-0.06797,Entire home/apt,150,104.0
39596139,304240064,Daniel,51.50432,-0.21676,Entire home/apt,250,165.0
39610018,86892734,Sam,51.45252,-0.41915,Entire home/apt,120,355.0
39672851,3691056,Galina & Roman,51.53584,-0.06359,Entire home/apt,109,168.0
39689483,305047210,Barbara,51.4968,0.07837,Private room,40,115.0
39772272,305729766,Daniel,51.47086,-0.0811,Private room,55,344.0
39839281,287533011,Sezgin,51.53461,-0.2059,Private room,349,175.0
39870364,283451759,Chris & Sam,51.58391,-0.07547,Entire home/apt,150,142.0
62747,289179,Jacinta,51.52126,-0.05696,Private room,38,58.0
67025,211108,Simon,51.496,-0.15422,Entire home/apt,160,120.0
172629,471088,Anthony,51.4946,-0.19441,Private room,85,337.0
84223,460272,Antonia Clare,51.48656,-0.10654,Private room,62,334.0
389079,1946664,Philip,51.51303,-0.03737,Private room,40,297.0
365933,1847762,D & D,51.48622,-0.11933,Entire home/apt,95,166.0
407529,958656,Karmen And Tomislav,51.54815,-0.36331,Entire home/apt,50,60.0
427936,2126954,Carmen,51.54605,-0.07513,Private room,50,31.0
452538,2248443,Moira,51.46116,-0.02256,Private room,38,166.0
491583,2429646,Nina,51.54221,-0.08752,Entire home/apt,100,336.0
615191,3049287,Saša,51.52852,-0.07327,Private room,51,352.0
680739,2198330,Rob & Emiko,51.46194,-0.15353,Private room,50,202.0
632717,3147764,Janetta,51.55953,-0.2859,Private room,95,346.0
605812,2828479,Simon,51.55319,-0.05536,Entire home/apt,65,37.0
800350,871053,Doreen &  Nichola,51.47434,-0.16703,Private room,50,357.0
904703,4614197,Ahmad,51.55788,-0.1198,Private room,26,307.0
906512,1419441,Carol,51.50743,-0.0287,Private room,80,335.0
829656,3123304,Karina,51.51762,-0.07574,Private room,59,176.0
1113541,6111530,Hannah,51.41352,-0.31073,Entire home/apt,83,284.0
981710,1267045,Clare,51.42578,-0.15446,Private room,39,127.0
1100472,5625267,Alastair,51.51327,-0.11796,Entire home/apt,295,316.0
1572324,8358841,Louisa,51.4715,-0.20353,Private room,95,315.0
1576098,7021601,Mary,51.55368,-0.07088,Private room,28,70.0
1441728,464997,Valentina,51.49939,-0.05253,Private room,44,126.0
1940824,8866642,Maria,51.51396,-0.14929,Entire home/apt,136,68.0
2010984,913976,Marcus,51.5153,-0.06845,Entire home/apt,159,295.0
2126708,10398979,Mike,51.53445,-0.12034,Private room,54,277.0
2129138,8507739,Michael,51.53323,-0.23416,Private room,27,133.0
2371649,11788165,Lyn & Gavin,51.56991,0.0004,Private room,34,68.0
2747532,9364073,Sbs,51.51048,-0.02534,Entire home/apt,65,101.0
2689987,13767792,Rajna & Zika,51.50019,-0.22024,Private room,40,349.0
2704745,13843295,Vanessa,51.458,-0.18503,Private room,75,77.0
2917935,1744522,Denise,51.64995,-0.11139,Private room,21,90.0
3234775,16370232,Lenka,51.57234,0.00575,Private room,34,43.0
3097567,13598713,Hilda,51.55026,-0.13644,Private room,50,323.0
3184830,5396573,Chris,51.51856,-0.06198,Private room,71,113.0
3254647,1444493,Alexandre,51.49126,-0.20142,Entire home/apt,135,276.0
3480534,13123964,Lizzy,51.5324,-0.06151,Private room,36,226.0
3520717,13750616,Stephen,51.54654,-0.22849,Entire home/apt,115,252.0
3653613,5178903,Sally,51.57449,-0.09576,Private room,47,196.0
3781623,5243042,Patricia,51.54478,0.00104,Private room,37,307.0
4122753,21388083,Naz,51.47469,-0.28732,Private room,28,290.0
4221631,21909790,Geoffrey,51.49782,-0.0665,Entire home/apt,95,48.0
4326511,14148041,Richard,51.54343,0.02872,Private room,20,60.0
4332039,14148041,Richard,51.54354,0.02669,Private room,20,73.0
4479779,9806400,Peter,51.4145,-0.01378,Private room,29,342.0
4554604,19911820,Jessica,51.56259,-0.07196,Entire home/apt,70,45.0
4512788,4098109,Bea,51.50793,-0.19343,Private room,169,63.0
4662824,24127254,Brendan,51.63021,-0.0595,Entire home/apt,65,332.0
4755523,7997503,Soo,51.50622,-0.06323,Private room,44,265.0
4880948,24799882,Sean,51.54296,-0.25339,Entire home/apt,130,90.0
4848927,24948887,Mike,51.50101,-0.22748,Private room,50,57.0
4859734,6422632,Friedrich,51.53311,-0.11946,Private room,38,329.0
5167039,26528019,Sara,51.54634,-0.09545,Entire home/apt,110,321.0
5132596,26533125,Jane,51.47826,-0.14767,Private room,43,31.0
5270412,14543120,Ann,51.51247,-0.18429,Entire home/apt,145,219.0
5300141,25051513,Fabrizio,51.55531,0.00552,Private room,31,334.0
5510855,4936378,Laurent & Antonio,51.52897,-0.08021,Private room,44,64.0
5609553,29081437,Peggy,51.55097,-0.2625,Private room,20,329.0
5609593,29081437,Peggy,51.55161,-0.2628,Private room,30,330.0
5757493,4950492,Kelly,51.50889,-0.06739,Entire home/apt,100,65.0
6136762,29161623,Philip,51.53396,-0.0581,Private room,40,42.0
6182573,16138323,Henry,51.47509,-0.09196,Entire home/apt,89,300.0
6395129,33363324,Nicola,51.54022,-0.1466,Entire home/apt,200,244.0
6676916,2871521,Justin,51.60631,-0.08672,Private room,25,163.0
6968345,17732578,Rhian,51.52287,-0.19589,Private room,60,324.0
7257296,31223277,Denise And Trevor,51.56227,-0.19861,Private room,31,75.0
7386781,30666190,Cesar,51.49609,-0.02204,Private room,50,352.0
7390685,38722378,Zoe,51.44812,-0.10385,Private room,37,215.0
7449867,27119168,Kaan,51.53079,-0.05696,Private room,25,127.0
7926557,41798034,Ann,51.55449,-0.28866,Private room,40,351.0
7976545,42098941,Ramesh,51.51722,-0.0742,Entire home/apt,169,338.0
8127220,15346456,Teresa,51.55448,-0.10107,Private room,65,232.0
8253735,9874271,Jonathan,51.51819,-0.13692,Entire home/apt,199,182.0
8552483,40929123,Simon,51.43724,-0.16528,Private room,25,102.0
8710893,45724337,Amel,51.50044,-0.31086,Private room,59,59.0
8728789,42830830,Tom,51.45714,-0.11901,Private room,50,314.0
8858339,6575294,Stephan,51.54544,-0.17583,Entire home/apt,161,328.0
9267847,26035762,Michele,51.56261,0.0411,Entire home/apt,87,102.0
9790132,4084611,Jennifer,51.47318,-0.1772,Private room,61,138.0
9765691,50356556,Pat,51.56841,-0.01902,Private room,20,39.0
10396078,53527539,Clare,51.44925,-0.11138,Private room,57,46.0
10656109,55034668,Christie,51.61966,-0.08208,Private room,18,50.0
10761585,55652657,Carl,51.57452,0.06109,Private room,35,319.0
10786250,55808434,Cedric,51.49799,-0.07358,Private room,80,228.0
10876348,11140978,Chris And Loi,51.35463,-0.17397,Entire home/apt,69,283.0
11180188,32108060,Agnes,51.59293,-0.26143,Private room,27,359.0
11316144,59179502,Yvonne,51.45062,-0.09923,Private room,45,309.0
11547884,60039520,Caroline,51.51331,-0.18081,Entire home/apt,85,326.0
11791134,62679451,Ogheneochuko,51.4601,-0.10903,Shared room,25,108.0
11936344,50396675,Rebecca,51.63259,-0.0101,Entire home/apt,103,231.0
11859791,60039520,Caroline,51.51343,-0.18114,Entire home/apt,85,291.0
12016529,51120696,Jyotsna,51.56853,-0.30189,Private room,20,327.0
12018003,51098600,Claudio,51.45037,-0.12264,Private room,28,71.0
11966878,40703252,Cathy,51.55185,-0.1031,Private room,40,51.0
11916104,1295119,Maria,51.55848,-0.08393,Private room,40,56.0
12025162,55034668,Christie,51.61948,-0.08162,Private room,18,48.0
12133710,65008139,Will,51.4905,-0.16556,Private room,106,44.0
12200388,14148297,Pania,51.56645,-0.13268,Private room,43,278.0
12330103,51648779,Jennifer,51.53852,-0.15224,Private room,55,114.0
12702157,26493305,Jenny,51.54427,-0.18404,Private room,45,196.0
13013375,16438237,Inez,51.54922,-0.14281,Private room,53,61.0
13206034,74002596,Nina,51.5006,-0.31238,Private room,40,71.0
13346868,9561458,Philippa,51.55568,-0.21697,Entire home/apt,110,55.0
13631430,20258777,Arabella,51.54138,-0.11635,Private room,52,85.0
13689690,63059144,Nadia,51.46798,-0.18715,Private room,40,41.0
13796982,81099365,Veryan,51.52112,-0.2082,Private room,60,154.0
13810288,81277177,Marco,51.50843,-0.01614,Entire home/apt,64,49.0
14066447,33287495,Tod,51.4876,-0.17179,Entire home/apt,150,333.0
14273054,87030700,Maria,51.52317,-0.09534,Private room,40,218.0
14246751,3779475,Kyle,51.52645,-0.09423,Private room,44,232.0
14437751,67791881,Alex,51.41884,-0.02758,Private room,40,260.0
14443874,3468105,Sarah,51.48106,-0.09728,Private room,73,122.0
14350729,10999700,David,51.48893,-0.04325,Private room,56,120.0
14353070,87545227,Brigid,51.56599,-0.26898,Private room,37,329.0
14481434,32821212,Davina,51.52154,-0.12485,Private room,55,187.0
14511119,6965510,Alice,51.5558,-0.22864,Private room,32,345.0
14532620,72227306,Marie,51.47374,-0.09881,Private room,35,278.0
14863559,5342604,Peter,51.45737,-0.27652,Private room,72,271.0
14993945,4444165,Ravi,51.50153,-0.07828,Entire home/apt,125,262.0
14958688,83740964,Ali,51.51393,-0.18667,Entire home/apt,79,149.0
15189970,81607211,Yasmina,51.52573,-0.16438,Private room,100,60.0
15175525,65340091,Jack And Joanne,51.36776,-0.10082,Private room,29,67.0
15356014,8297457,Gordon,51.53881,-0.08833,Entire home/apt,100,332.0
15321389,84867652,Frances,51.5505,-0.07846,Entire home/apt,90,154.0
15440491,16610866,Kathryn,51.55584,-0.17596,Entire home/apt,145,259.0
15332911,97739713,Chris,51.55971,-0.28804,Private room,50,163.0
15467891,99253444,Diogo,51.56797,-0.27452,Private room,40,183.0
15510968,3487048,Edouard-Alix,51.49282,-0.18183,Private room,64,50.0
