id,last_scraped,host_id,host_name,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,property_type,room_type,accommodates,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,reviews_per_month
13913,2021-09-11,54730,Alina,f,3.0,3.0,51.56802,-0.11121,Private room in rental unit,Private room,2,$65.00,1,29,359,21,2011-07-11,2011-09-13,4.85,0.17
15400,2021-09-11,60302,Philippa,f,1.0,1.0,51.4878,-0.16813,Entire rental unit,Entire home/apt,2,$75.00,3,50,153,89,2012-07-16,2019-08-10,4.79,0.8
17402,2021-09-11,67564,Liz,f,18.0,18.0,51.52195,-0.14094,Entire rental unit,Entire home/apt,6,$307.00,4,365,322,43,2011-09-18,2019-11-02,4.69,0.35
24328,2021-09-11,41759,Joe,f,0.0,0.0,51.47298,-0.16376,Entire townhouse,Entire home/apt,4,$195.00,7,1125,248,93,2011-11-01,2015-10-24,4.89,0.77
33332,2021-09-12,144444,Chi-Chi,f,2.0,2.0,51.46507,-0.32421,Private room in residential home,Private room,2,$65.00,1,21,365,7,2010-10-16,2011-01-23,4.57,0.05
36299,2021-09-12,155938,Geert,f,1.0,1.0,51.47934,-0.28066,Entire townhouse,Entire home/apt,5,$195.00,3,22,345,81,2018-10-15,2021-08-29,4.81,2.28
36660,2021-09-11,157884,Agri & Roger,t,4.0,4.0,51.58461,-0.1617,Private room in residential home,Private room,2,$72.00,2,365,332,538,2012-05-02,2019-12-19,4.84,4.72
38610,2021-09-11,165579,Elisa & Dom,t,2.0,2.0,51.50819,-0.23284,Entire townhouse,Entire home/apt,8,$155.00,91,1125,251,36,2013-01-04,2020-01-17,4.86,0.34
38995,2021-09-12,167281,Cesar,f,1.0,1.0,51.47871,-0.06063,Private room in rental unit,Private room,2,$42.00,1,7,40,6,2020-02-08,2020-02-21,5.0,0.31
39387,2021-09-11,168920,Alec,f,1.0,1.0,51.52605,-0.19942,Private room in rental unit,Private room,2,$42.00,5,10,88,10,2014-06-18,2019-11-03,4.5,0.11
41445,2021-09-12,180838,Sean,f,1.0,1.0,51.61648,-0.25788,Entire rental unit,Entire home/apt,4,$250.00,4,1125,358,21,2012-12-16,2017-01-05,4.56,0.2
41509,2021-09-11,181028,Peter,t,2.0,2.0,51.49157,-0.256,Private room in rental unit,Private room,4,$150.00,1,50,179,71,2013-04-09,2019-08-18,4.5,0.69
41712,2021-09-11,182322,Nina,t,2.0,2.0,51.50205,-0.10015,Private room in rental unit,Private room,1,$79.00,3,365,352,84,2011-11-12,2019-12-17,4.65,0.7
42010,2021-09-11,157884,Agri & Roger,t,4.0,4.0,51.58611,-0.16272,Private room in residential home,Private room,2,$60.00,2,365,164,510,2011-10-24,2020-01-12,4.88,4.24
43129,2021-09-11,188138,Sylvan,t,3.0,3.0,51.48172,-0.20957,Private room in townhouse,Private room,2,$38.00,2,1125,347,197,2013-07-13,2019-12-15,4.71,1.98
43202,2021-09-11,188559,Calypso,t,1.0,1.0,51.53033,-0.21734,Entire rental unit,Entire home/apt,2,$120.00,5,30,89,110,2015-07-17,2020-10-15,4.83,1.47
44144,2021-09-11,193280,Sally,f,2.0,2.0,51.47511,-0.19263,Private room in rental unit,Private room,2,$65.00,3,90,253,35,2016-11-03,2019-02-01,4.83,0.59
44237,2021-09-11,193280,Sally,f,2.0,2.0,51.4743,-0.19204,Private room in rental unit,Private room,2,$55.00,1,90,60,12,2015-10-30,2021-08-08,4.58,0.17
44384,2021-09-12,194769,S,f,4.0,4.0,51.59554,-0.24187,Private room in rental unit,Private room,1,$24.00,90,200,365,1,2012-07-26,2012-07-26,0.0,0.01
45163,2021-09-12,199530,Deb,f,2.0,2.0,51.55224,-0.19964,Private room in condominium (condo),Private room,2,$45.00,2,7,172,1,2015-10-10,2015-10-10,0.0,0.01
47687,2021-09-11,216660,Boris,f,9.0,9.0,51.49506,-0.2275,Entire rental unit,Entire home/apt,2,$78.00,2,365,300,67,2010-10-13,2016-09-10,4.73,0.5
51830,2021-09-11,239020,Sarah,f,1.0,1.0,51.51757,-0.19195,Entire rental unit,Entire home/apt,3,$121.00,2,42,237,121,2012-04-01,2019-08-08,4.67,1.05
53041,2021-09-11,246399,Ciaran,f,1.0,1.0,51.54783,-0.19764,Private room in rental unit,Private room,2,$40.00,2,14,364,54,2011-03-21,2013-11-01,4.94,0.42
56229,2021-09-11,216660,Boris,f,9.0,9.0,51.49547,-0.22942,Entire rental unit,Entire home/apt,2,$45.00,5,365,284,45,2014-08-08,2015-06-22,4.72,0.52
63864,2021-09-11,54987,Prateek,f,35.0,35.0,51.50143,-0.02024,Entire serviced apartment,Entire home/apt,3,$165.00,4,1125,345,12,2013-06-16,2015-06-01,3.83,0.12
63948,2021-09-11,216660,Boris,f,9.0,9.0,51.49402,-0.22724,Entire rental unit,Entire home/apt,2,$45.00,3,730,235,32,2011-09-19,2021-03-25,4.5,0.26
65638,2021-09-11,320901,Mike,t,5.0,5.0,51.48642,-0.09557,Entire rental unit,Entire home/apt,3,$75.00,7,90,200,189,2013-04-14,2020-10-23,4.75,1.85
66772,2021-09-11,216660,Boris,f,9.0,9.0,51.49404,-0.22738,Room in aparthotel,Private room,2,$55.00,1,9100,299,56,2015-03-19,2019-06-17,4.68,0.71
67851,2021-09-11,235606,Ben,f,1.0,1.0,51.54117,-0.05867,Entire rental unit,Entire home/apt,2,$76.00,7,30,253,36,2018-02-20,2017-06-02,4.89,0.83
67934,2021-09-12,335716,Laura D,f,2.0,2.0,51.60202,-0.26139,Private room in residential home,Private room,1,$25.00,5,30,352,29,2011-12-12,2014-05-23,4.54,0.24
69198,2021-09-11,345886,Alda,f,1.0,1.0,51.59016,-0.09427,Private room in rental unit,Private room,1,$43.00,3,730,363,11,2012-07-01,2019-06-29,4.45,0.1
71875,2021-09-11,67564,Liz,f,18.0,18.0,51.52216,-0.13859,Entire rental unit,Entire home/apt,3,$148.00,4,730,321,74,2013-01-05,2019-11-17,4.77,0.7
73125,2021-09-11,380897,Anna,f,0.0,0.0,51.44563,-0.14195,Private room in condominium (condo),Private room,2,$50.00,3,90,356,14,2013-07-16,2013-09-30,4.85,0.14
73884,2021-09-11,216660,Boris,f,9.0,9.0,51.49384,-0.22789,Entire rental unit,Entire home/apt,2,$40.00,1,730,57,73,2015-02-19,2020-03-23,4.58,0.91
75120,2021-09-11,183658,Maria,f,3.0,3.0,51.49245,-0.20381,Entire rental unit,Entire home/apt,10,$414.00,3,180,314,130,2013-07-07,2020-02-15,4.79,1.3
78606,2021-09-12,422362,Nicola,f,1.0,1.0,51.57157,0.01088,Private room in rental unit,Private room,2,$60.00,1,90,315,2,2019-09-18,2019-09-26,5.0,0.08
78892,2021-09-12,424230,Julia,t,1.0,1.0,51.46452,-0.0797,Private room in residential home,Private room,1,$34.00,3,31,40,56,2018-10-05,2019-03-15,4.87,1.56
79129,2021-09-12,425764,Danielle,t,1.0,1.0,51.39711,-0.21342,Private room in residential home,Private room,2,$35.00,1,120,359,144,2014-09-21,2020-09-28,4.89,1.69
80123,2021-09-11,432648,Melanie,t,1.0,1.0,51.4533,-0.15646,Entire rental unit,Entire home/apt,2,$100.00,2,30,37,134,2014-10-13,2020-02-03,4.9,1.59
81080,2021-09-12,439154,Lucy,t,7.0,7.0,51.40644,-0.33563,Entire serviced apartment,Entire home/apt,3,$170.00,3,730,317,8,2019-01-01,2019-06-13,4.57,0.24
81211,2021-09-11,439880,Liz,f,1.0,1.0,51.54838,-0.16344,Entire rental unit,Entire home/apt,2,$110.00,14,100,344,8,2014-08-10,2019-07-01,4.75,0.09
81410,2021-09-11,441494,Fernando,f,8.0,8.0,51.52139,-0.13932,Entire rental unit,Entire home/apt,5,$400.00,4,365,61,213,2012-08-26,2020-09-02,4.84,1.93
81473,2021-09-12,441881,Petra,f,1.0,1.0,51.41642,-0.07645,Private room in residential home,Private room,2,$40.00,2,30,50,61,2012-07-17,2018-01-02,4.8,0.55
81635,2021-09-11,443041,Carol,t,3.0,3.0,51.52707,-0.10923,Private room in loft,Private room,2,$102.00,4,730,320,55,2016-06-05,2020-01-11,4.95,0.86
84532,2021-09-11,462165,Murielle,t,1.0,1.0,51.57552,-0.06052,Private room in rental unit,Private room,2,$31.00,2,7,68,83,2015-10-20,2021-09-06,4.92,1.16
84640,2021-09-11,462651,Maria,f,3.0,3.0,51.58937,-0.12274,Private room,Private room,1,$40.00,1,365,71,5,2019-07-11,2019-07-23,5.0,0.19
85191,2021-09-11,466353,Elisabetta,t,1.0,1.0,51.49168,-0.1157,Private room in residential home,Private room,1,$58.00,2,30,349,415,2011-11-28,2019-12-10,4.83,3.48
87514,2021-09-11,352607,Andrea,f,1.0,1.0,51.52479,-0.11648,Entire rental unit,Entire home/apt,4,$129.00,3,180,320,175,2011-09-01,2021-08-02,4.71,1.43
89870,2021-09-11,54730,Alina,f,3.0,3.0,51.56792,-0.11125,Entire rental unit,Entire home/apt,5,$145.00,1,90,359,90,2013-05-27,2021-08-30,4.66,0.89
90522,2021-09-11,490714,Melinda And Tony,f,2.0,2.0,51.41297,-0.11367,Private room in residential home,Private room,1,$40.00,2,60,334,9,2012-08-14,2011-07-02,5.0,0.08
90700,2021-09-11,491286,Chil,f,2.0,2.0,51.51109,-0.19842,Tiny house,Entire home/apt,2,$93.00,2,1125,259,362,2012-11-03,2021-04-05,4.43,3.36
92352,2021-09-11,497172,Natalie,f,1.0,1.0,51.54113,-0.09881,Entire rental unit,Entire home/apt,2,$90.00,2,14,129,37,2017-03-19,2019-03-16,4.86,0.68
92399,2021-09-11,497366,Andrea,t,2.0,2.0,51.55071,-0.08547,Entire guest suite,Entire home/apt,2,$85.00,1,365,338,220,2014-05-19,2019-10-01,4.84,2.47
92644,2021-09-11,498201,Deirdre,f,1.0,1.0,51.44004,-0.18755,Private room in rental unit,Private room,2,$42.00,1,730,284,181,2013-05-28,2018-03-25,4.55,1.79
93015,2021-09-11,499704,Sarah,f,2.0,2.0,51.49993,-0.21707,Entire rental unit,Entire home/apt,5,$100.00,3,120,253,27,2018-10-28,2019-10-18,4.74,0.77
93263,2021-09-11,500558,William,f,12.0,12.0,51.41562,-0.19489,Entire rental unit,Entire home/apt,4,$75.00,5,360,297,25,2017-05-25,2018-07-06,4.35,0.48
93734,2021-09-12,497514,William,f,1.0,1.0,51.47635,0.0128,Private room in condominium (condo),Private room,2,$41.00,4,365,224,136,2013-03-14,2020-10-29,4.57,1.31
93783,2021-09-11,502496,Darshi Rowan And Tara,f,0.0,0.0,51.51881,-0.1965,Entire rental unit,Entire home/apt,4,$300.00,7,365,143,15,2011-05-16,2019-09-07,4.54,0.12
97178,2021-09-11,510439,Sallyjo,t,1.0,1.0,51.52099,-0.22852,Private room in townhouse,Private room,2,$49.00,2,730,336,302,2013-03-11,2021-08-26,4.9,2.92
97506,2021-09-11,497537,Keith,f,1.0,1.0,51.42875,-0.12056,Private room in rental unit,Private room,2,$35.00,2,10,222,33,2014-11-04,2017-09-17,4.86,0.4
98271,2021-09-11,518852,Paulo,f,1.0,1.0,51.5139,-0.29568,Private room in rental unit,Private room,2,$60.00,1,30,317,8,2012-08-12,2019-11-23,5.0,0.07
98541,2021-09-11,519891,Alicja,f,1.0,1.0,51.57271,-0.13948,Entire rental unit,Entire home/apt,2,$80.00,8,60,345,34,2014-08-07,2018-11-04,4.38,0.39
98776,2021-09-12,134606,Cryn,t,1.0,1.0,51.53454,0.02706,Private room in townhouse,Private room,1,$27.00,1,7,325,112,2014-03-08,2019-10-16,4.86,1.22
99241,2021-09-11,522802,The Portobello Room,f,1.0,1.0,51.50838,-0.19884,Private room in loft,Private room,1,$110.00,1,7,364,124,2011-06-12,2014-09-29,4.95,0.99
99333,2021-09-11,523246,Francesca,f,2.0,2.0,51.54873,-0.10569,Entire rental unit,Entire home/apt,4,$118.00,7,20,59,73,2016-12-30,2020-03-10,4.41,1.28
102391,2021-09-11,535247,Angus Brown And Nelly,t,3.0,3.0,51.54647,-0.05664,Entire residential home,Entire home/apt,6,$250.00,2,5,164,27,2017-04-22,2018-11-04,4.5,0.5
102565,2021-09-11,536025,Anne,t,1.0,1.0,51.50615,-0.1078,Private room in rental unit,Private room,2,$95.00,3,21,277,337,2011-11-06,2019-12-07,4.91,2.81
106332,2021-09-11,264345,Susie,t,2.0,2.0,51.52874,-0.05396,Private room in residential home,Private room,1,$55.00,3,365,163,65,2013-05-20,2013-12-21,4.84,0.64
107048,2021-09-11,259088,Simon,t,6.0,6.0,51.52478,-0.10484,Entire loft,Entire home/apt,2,$144.00,4,365,284,473,2013-02-19,2019-10-28,4.8,4.54
107051,2021-09-11,554519,Meg,t,1.0,1.0,51.52245,-0.18275,Houseboat,Entire home/apt,4,$164.00,2,30,269,514,2011-10-25,2021-07-09,4.91,4.27
116268,2021-09-12,586671,Joe,t,1.0,1.0,51.61308,-0.11829,Private room in townhouse,Private room,1,$25.00,5,730,271,28,2014-12-18,2013-11-10,4.89,0.34
137907,2021-09-11,67564,Liz,f,18.0,18.0,51.52197,-0.14035,Entire rental unit,Entire home/apt,3,$153.00,3,90,316,57,2018-06-21,2020-02-17,4.72,1.45
138800,2021-09-11,677494,Denise,f,2.0,2.0,51.51411,-0.0412,Private room in residential home,Private room,1,$75.00,1,730,179,53,2018-06-24,2018-09-28,4.58,1.35
142117,2021-09-11,192627,Clare,f,1.0,1.0,51.52851,-0.08985,Entire rental unit,Entire home/apt,3,$130.00,3,1125,340,84,2015-07-07,2020-02-16,4.94,1.12
143478,2021-09-11,696065,Tania,f,1.0,1.0,51.54017,-0.05457,Private room in rental unit,Private room,2,$35.00,1,730,39,23,2016-10-13,2017-06-16,4.73,0.38
143568,2021-09-11,598337,Dejan,f,2.0,2.0,51.53058,-0.01203,Entire rental unit,Entire home/apt,3,$75.00,5,365,150,43,2014-05-27,2019-06-22,4.54,0.48
145612,2021-09-12,704495,Nina,f,2.0,2.0,51.50549,-0.33443,Private room in rental unit,Private room,1,$28.00,7,90,54,98,2016-01-05,2016-06-07,4.76,1.41
157714,2021-09-11,757377,Eilinn,f,1.0,1.0,51.48974,-0.22208,Private room in townhouse,Private room,4,$46.00,2,31,72,161,2011-08-10,2019-12-13,4.71,1.31
159736,2021-09-11,766056,Trevor,t,4.0,4.0,51.46788,-0.09993,Private room in rental unit,Private room,2,$34.00,6,1125,258,86,2014-05-06,2020-02-25,4.7,0.96
168348,2021-09-11,802297,Alexandra,t,2.0,2.0,51.51755,-0.20159,Entire rental unit,Entire home/apt,2,$120.00,4,1125,303,150,2012-01-01,2019-08-21,4.88,1.27
172629,2021-09-11,471088,Anthony,f,2.0,2.0,51.49577,-0.1954,Private room in condominium (condo),Private room,2,$85.00,3,90,323,149,2017-04-11,2019-11-29,4.89,2.77
174132,2021-09-11,831866,Erika,f,1.0,1.0,51.52636,-0.18801,Private room in rental unit,Private room,2,$50.00,1,300,328,184,2012-06-03,2019-11-22,4.63,1.63
175892,2021-09-11,769488,Tanja,f,8.0,8.0,51.52948,-0.08591,Entire rental unit,Entire home/apt,6,$155.00,5,1125,290,166,2013-09-09,2021-07-31,4.23,1.7
178519,2021-09-11,1954110,Tariq,f,2.0,2.0,51.53753,-0.24013,Entire rental unit,Entire home/apt,6,$150.00,3,30,365,15,2015-06-15,2015-07-03,4.54,0.2
181664,2021-09-11,870749,Maz,f,2.0,2.0,51.47375,-0.18152,Entire rental unit,Entire home/apt,4,$120.00,4,90,145,30,2016-11-17,2020-03-30,4.86,0.51
182802,2021-09-12,876774,Heather,f,1.0,1.0,51.43855,-0.32191,Private room in residential home,Private room,2,$50.00,1,30,359,171,2012-07-23,2019-09-15,4.82,1.54
189002,2021-09-11,911280,Vee,f,0.0,0.0,51.49146,-0.27072,Private room in rental unit,Private room,2,$85.00,2,30,177,5,2014-09-16,2011-09-27,3.5,0.06
198258,2021-09-12,967537,Ryan,t,1.0,1.0,51.5343,0.08195,Private room in rental unit,Private room,1,$40.00,2,180,344,30,2014-07-15,2017-06-10,4.7,0.34
198279,2021-09-11,967645,Radhika And Lorenzo,t,1.0,1.0,51.51462,-0.05969,Private room in rental unit,Private room,2,$35.00,10,120,326,220,2014-03-06,2019-09-18,4.75,2.4
198771,2021-09-11,970506,Mirco,f,1.0,1.0,51.48446,-0.1054,Private room in rental unit,Private room,2,$45.00,1,365,353,104,2014-05-29,2019-11-03,4.57,1.17
199658,2021-09-11,923968,Patrick,t,1.0,1.0,51.49519,-0.19242,Entire rental unit,Entire home/apt,5,$97.00,1,365,70,324,2011-12-25,2020-03-16,4.37,2.74
200713,2021-09-11,968464,Catia,t,4.0,4.0,51.38447,-0.12659,Private room in townhouse,Private room,1,$18.00,3,365,314,47,2012-02-11,2017-03-09,4.46,0.4
201463,2021-09-11,952983,Debbie,f,0.0,0.0,51.53662,-0.11323,Entire rental unit,Entire home/apt,2,$70.00,1,365,101,175,2012-08-07,2015-07-24,4.32,1.58
202422,2021-09-11,67625,The Team At The London Agent,f,23.0,23.0,51.53614,-0.14158,Entire rental unit,Entire home/apt,4,$116.00,4,365,131,51,2012-05-31,2019-08-26,4.63,0.45
207912,2021-09-12,1023326,Jocelyn,f,4.0,4.0,51.3676,-0.12209,Private room in residential home,Private room,2,$36.00,2,365,354,63,2012-10-18,2017-10-12,4.72,0.58
214755,2021-09-11,1026967,James,f,2.0,2.0,51.51146,-0.2021,Entire rental unit,Entire home/apt,4,$457.00,5,1125,95,21,2019-04-24,2021-06-26,5.0,0.72
216350,2021-09-11,1116804,Debbie,t,4.0,4.0,51.47928,-0.22061,Private room in townhouse,Private room,6,$61.00,1,90,353,216,2015-04-17,2019-10-09,4.85,2.77
223498,2021-09-11,452542,Joanne,f,1.0,1.0,51.52055,-0.11784,Private room in rental unit,Private room,2,$66.00,2,14,175,202,2012-01-07,2019-09-21,4.51,1.71
227502,2021-09-11,204615,Mr,f,3.0,3.0,51.52853,-0.07728,Entire rental unit,Entire home/apt,2,$95.00,3,365,352,135,2016-05-28,2019-08-25,4.42,2.1
229335,2021-09-11,1197888,Louise,f,2.0,2.0,51.51862,-0.13957,Entire rental unit,Entire home/apt,4,$180.00,2,365,365,29,2013-07-15,2015-09-28,4.5,0.29
230427,2021-09-11,1204138,Adam,f,2.0,2.0,51.4898,-0.19574,Private room in rental unit,Private room,1,$75.00,1,365,365,282,2012-06-21,2020-01-05,4.88,2.51
231452,2021-09-11,1210175,Ungelie,f,1.0,1.0,51.47118,-0.1844,Private room in rental unit,Private room,2,$75.00,1,13,363,3,2012-04-02,2018-10-17,5.0,0.03
231692,2021-09-11,1211430,Janina,t,2.0,2.0,51.54818,-0.08428,Private room in residential home,Private room,1,$39.00,5,365,314,34,2012-04-06,2014-08-07,4.84,0.3
231854,2021-09-11,259088,Simon,t,6.0,6.0,51.52153,-0.1004,Entire rental unit,Entire home/apt,2,$140.00,4,365,253,382,2011-12-19,2020-07-22,4.77,3.22
232983,2021-09-11,1219410,Kobi,f,2.0,2.0,51.48668,-0.10513,Private room in rental unit,Private room,2,$100.00,3,90,314,244,2012-04-19,2019-08-22,4.8,2.13
234776,2021-09-11,1204138,Adam,f,2.0,2.0,51.49046,-0.19767,Private room in rental unit,Private room,2,$100.00,2,400,365,221,2014-02-17,2019-12-17,4.74,2.4
236956,2021-09-11,979363,Donovan,t,6.0,6.0,51.50453,-0.10742,Private room in rental unit,Private room,3,$43.00,1,365,317,490,2012-03-26,2020-10-10,4.61,4.25
237907,2021-09-11,67625,The Team At The London Agent,f,23.0,23.0,51.52022,-0.10577,Entire rental unit,Entire home/apt,4,$219.00,3,90,208,59,2013-11-03,2020-01-03,4.67,0.62
238349,2021-09-11,1249927,Katherine,f,2.0,2.0,51.49609,-0.22782,Entire rental unit,Entire home/apt,3,$120.00,6,365,265,120,2014-06-26,2019-06-18,4.74,1.37
239697,2021-09-11,1256723,Elaine,f,2.0,2.0,51.54621,-0.20833,Private room in rental unit,Private room,1,$42.00,3,40,249,94,2014-05-11,2018-10-02,4.7,1.05
241133,2021-09-12,542769,Dean,t,1.0,1.0,51.60552,-0.14845,Private room in residential home,Private room,1,$45.00,120,365,365,1,2011-10-21,2011-10-21,5.0,0.01
241621,2021-09-11,1267045,Clare,f,2.0,2.0,51.42864,-0.15701,Private room in townhouse,Private room,1,$29.00,3,120,100,106,2013-09-21,2018-06-26,4.71,1.09
241975,2021-09-11,1269568,Iki,t,2.0,2.0,51.56094,-0.10893,Private room in rental unit,Private room,3,$29.00,2,760,316,4,2019-11-01,2021-06-30,4.75,0.18
243093,2021-09-12,1271134,Sophia,f,4.0,4.0,51.63546,-0.11726,Private room in residential home,Private room,2,$66.00,5,365,364,11,2014-06-24,2015-09-29,4.82,0.13
244112,2021-09-11,1280712,Helen,f,1.0,1.0,51.54233,-0.09941,Private room in residential home,Private room,1,$50.00,2,365,344,139,2014-01-01,2020-02-27,4.72,1.48
244125,2021-09-11,1270755,Claire,t,7.0,7.0,51.52932,-0.08094,Entire condominium (condo),Entire home/apt,12,$543.00,1,365,341,281,2014-03-11,2021-09-02,4.54,3.07
244126,2021-09-11,1270755,Claire,t,7.0,7.0,51.53261,-0.08277,Entire condominium (condo),Entire home/apt,6,$154.00,1,365,348,111,2017-10-12,2019-09-17,4.56,2.33
245116,2021-09-11,1285864,Miss Salem,f,2.0,2.0,51.55012,-0.11695,Private room in rental unit,Private room,2,$60.00,1,365,346,17,2012-10-21,2019-09-28,4.0,0.16
252016,2021-09-12,1322089,Rachel,f,2.0,2.0,51.47615,-0.06092,Private room in residential home,Private room,2,$60.00,2,90,365,1,2018-08-11,2018-08-11,0.0,0.03
253668,2021-09-11,1332358,Matt,f,2.0,2.0,51.52099,-0.11046,Private room in rental unit,Private room,1,$250.00,3,21,90,223,2013-08-17,2019-04-29,4.83,2.27
254996,2021-09-12,1339807,Tina,t,1.0,1.0,51.52333,-0.31282,Private room in residential home,Private room,1,$30.00,1,28,349,357,2012-09-25,2019-07-01,4.75,3.27
255332,2021-09-11,1315562,Nicoletta,f,3.0,3.0,51.53189,-0.19747,Entire rental unit,Entire home/apt,4,$180.00,3,3022,345,5,2015-08-05,2018-02-23,4.5,0.07
262294,2021-09-11,1376095,Vladimir,f,1.0,1.0,51.50882,-0.12843,Private room in rental unit,Private room,2,$125.00,1,180,365,157,2014-01-05,2019-10-14,4.7,1.68
263672,2021-09-11,1383749,Henrietta,f,2.0,2.0,51.46938,-0.17134,Private room in residential home,Private room,1,$35.00,1,365,345,165,2014-09-30,2019-06-01,4.4,1.95
263822,2021-09-12,1384320,Steven,t,1.0,1.0,51.51854,0.02291,Entire residential home,Entire home/apt,5,$70.00,3,365,297,31,2016-10-10,2014-08-31,4.47,0.52
264776,2021-09-12,1389063,Sue,f,8.0,8.0,51.44251,-0.01989,Entire rental unit,Entire home/apt,10,$261.00,3,365,331,32,2015-06-29,2020-02-21,4.81,0.42
264779,2021-09-11,1389063,Sue,f,8.0,8.0,51.44177,-0.02204,Entire rental unit,Entire home/apt,5,$128.00,3,365,300,15,2015-07-23,2018-01-11,4.57,0.2
264780,2021-09-12,1389063,Sue,f,8.0,8.0,51.44336,-0.02298,Entire rental unit,Entire home/apt,4,$146.00,3,365,312,16,2018-08-11,2019-08-27,4.6,0.43
264782,2021-09-11,1389063,Sue,f,8.0,8.0,51.44283,-0.0214,Entire rental unit,Entire home/apt,4,$110.00,4,365,254,3,2018-06-30,2019-08-01,3.33,0.08
264783,2021-09-12,1389063,Sue,f,8.0,8.0,51.44365,-0.02287,Entire rental unit,Entire home/apt,8,$209.00,3,365,301,11,2013-10-07,2017-07-21,4.82,0.11
264789,2021-09-12,1389063,Sue,f,8.0,8.0,51.44345,-0.0213,Entire rental unit,Entire home/apt,6,$157.00,3,365,252,22,2015-02-15,2019-06-12,4.55,0.27
268398,2021-09-11,979363,Donovan,t,6.0,6.0,51.50423,-0.10777,Private room in rental unit,Private room,2,$40.00,1,1125,312,435,2012-05-20,2019-10-23,4.64,3.84
269065,2021-09-12,1409580,Kate,f,2.0,2.0,51.50558,-0.32817,Private room in residential home,Private room,1,$29.00,2,21,130,44,2014-11-18,2013-01-26,4.85,0.53
270600,2021-09-12,1416605,Emma,t,1.0,1.0,51.44267,-0.33194,Entire rental unit,Entire home/apt,3,$71.00,4,9011,137,52,2017-07-28,2021-08-20,4.63,1.03
271815,2021-09-11,444388,Marie,f,1.0,1.0,51.52084,-0.20609,Entire rental unit,Entire home/apt,4,$136.00,14,365,299,37,2016-01-02,2021-06-06,4.27,0.53
272530,2021-09-11,8066494,Liliana / Daniel,f,1.0,1.0,51.54248,-0.09712,Private room in rental unit,Private room,3,$80.00,5,365,361,43,2014-05-05,2017-10-02,4.79,0.48
272835,2021-09-11,7337548,Ewa,f,2.0,2.0,51.53856,-0.18757,Entire rental unit,Entire home/apt,4,$103.00,2,1125,312,125,2012-03-29,2018-08-18,4.68,1.09
274740,2021-09-11,1436390,Maria,t,1.0,1.0,51.47297,-0.18296,Entire rental unit,Entire home/apt,5,$140.00,3,365,298,47,2016-09-27,2020-03-10,4.57,0.78
274918,2021-09-11,381894,Eddy,f,32.0,32.0,51.4228,-0.17757,Entire rental unit,Entire home/apt,4,$97.00,7,90,363,18,2012-09-06,2013-12-15,4.44,0.16
275140,2021-09-11,1438437,D.C.,f,4.0,4.0,51.43958,-0.05342,Entire rental unit,Entire home/apt,5,$108.00,3,365,342,71,2013-09-09,2019-12-27,4.42,0.73
276888,2021-09-11,381894,Eddy,f,32.0,32.0,51.42168,-0.17803,Entire rental unit,Entire home/apt,6,$130.00,4,350,349,9,2012-02-13,2016-02-12,4.11,0.08
277580,2021-09-11,381894,Eddy,f,32.0,32.0,51.49281,-0.30921,Entire townhouse,Entire home/apt,6,$124.00,3,1124,319,8,2019-06-10,2020-11-02,4.63,0.29
280894,2021-09-11,1464452,Maria And Rino,f,2.0,2.0,51.49777,-0.09097,Entire rental unit,Entire home/apt,2,$149.00,7,150,52,23,2014-05-06,2019-05-18,4.78,0.26
281563,2021-09-11,1467581,Philip,f,1.0,1.0,51.51428,-0.26447,Private room in residential home,Private room,2,$50.00,1,30,160,69,2015-09-21,2018-09-23,4.85,0.95
282198,2021-09-11,1413029,Lucy,f,1.0,1.0,51.52361,-0.11591,Entire rental unit,Entire home/apt,2,$125.00,14,180,163,77,2014-09-21,2019-03-08,4.93,0.91
283569,2021-09-11,1476754,Nina,t,4.0,4.0,51.5067,-0.24775,Entire rental unit,Entire home/apt,2,$86.00,3,1125,315,19,2017-04-16,2018-06-03,4.88,0.35
284532,2021-09-11,1481412,Luca,f,1.0,1.0,51.52851,-0.07426,Entire rental unit,Entire home/apt,2,$70.00,5,365,215,41,2018-04-30,2020-12-15,4.3,1.0
284603,2021-09-11,1481851,Tania,f,1.0,1.0,51.51464,-0.20004,Entire rental unit,Entire home/apt,3,$250.00,14,365,180,4,2021-06-13,2019-08-03,4.75,1.32
286675,2021-09-12,1491611,Nora,t,1.0,1.0,51.58202,-0.3768,Entire rental unit,Entire home/apt,2,$70.00,3,1125,350,100,2014-10-05,2020-09-01,4.89,1.18
288410,2021-09-11,1357630,Chung Han,f,5.0,5.0,51.51209,-0.18921,Entire rental unit,Entire home/apt,4,$250.00,1,365,362,25,2012-01-03,2019-10-06,4.76,0.21
291731,2021-09-11,1254028,Matt,f,2.0,2.0,51.43027,-0.12881,Private room in rental unit,Private room,2,$29.00,2,31,223,1,2015-07-13,2015-07-13,5.0,0.01
294177,2021-09-12,1521032,Oliver,f,2.0,2.0,51.59228,-0.25644,Entire rental unit,Entire home/apt,2,$50.00,7,1125,354,110,2013-08-19,2019-07-04,4.26,1.12
294247,2021-09-11,1521435,Milena,f,2.0,2.0,51.48794,-0.21467,Private room in rental unit,Private room,3,$54.00,2,1125,365,218,2012-05-20,2019-04-17,4.48,1.92
